Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
10,57,19,3,0,112012.32679796527
19,57,23,1,0,139019.85151701167
10,42,23,5,1,106833.44437827487
13,44,27,1,0,114670.5832941879
17,26,29,5,0,112335.04762840208
14,41,22,1,1,103946.00023889945
11,36,27,1,1,102426.91870548754
15,37,27,3,1,120703.13633742114
14,60,24,1,1,147975.91344570482
11,29,20,5,1,84890.34855829195
20,29,21,3,0,94086.92531793466
20,26,27,1,0,110321.98740195284
20,57,30,3,1,170716.93406594725
12,46,26,4,0,121595.85881467555
18,52,21,3,0,125880.02598322947
16,20,20,4,0,73718.7971392253
16,53,19,4,0,131062.89417032569
20,23,22,3,0,90786.58645683283
15,36,21,5,1,93662.89553877572
17,23,30,5,1,106268.53469490384
13,45,30,5,0,133644.04207804034
17,23,25,2,0,85265.58063480518
13,20,24,4,1,79337.41138009448
17,26,23,3,1,104126.05332193454
18,49,28,5,1,143942.83714593694
12,28,29,5,1,100563.58324902825
12,54,19,3,0,109962.1081093516
20,27,20,4,1,91980.25616968572
11,43,27,3,1,113555.86298896627
19,38,26,2,0,114808.1738443644
12,55,30,2,1,153281.2552334929
12,46,26,3,1,124503.82017649083
14,51,22,4,1,120086.29936562321
14,33,20,5,1,84722.97664607843
11,37,19,2,1,81912.79170289238
19,47,25,2,0,125369.82039656313
15,48,23,4,0,118102.58846251413
14,35,27,2,0,119834.54003552723
15,54,28,2,0,144194.27273243258
10,50,29,4,0,128909.91923465687
14,23,24,3,1,88897.67797596876
18,56,18,5,1,122349.78385462245
19,36,18,5,1,96971.87599160957
11,58,27,2,1,130729.14277060423
10,45,19,5,1,103870.34524183025
19,58,27,3,1,155991.35301019312
20,60,20,2,1,135906.1775427729
18,23,29,5,1,113747.4537801115
19,49,18,1,1,109261.39174831666
18,49,22,1,1,119565.32693194627
18,41,20,1,1,104604.76009462852
15,30,18,1,1,72012.41067942909
17,21,25,1,1,86232.7566307492
20,31,29,2,0,120509.21210678935
10,49,28,4,1,128960.62642295257
19,55,23,4,0,132876.827427623
13,37,26,2,1,108278.35077993755
10,45,20,2,1,100403.3366017212
17,26,26,3,1,105737.18170269887
10,20,26,4,0,75512.36609186885
12,45,29,1,0,124555.80356702038
13,42,30,2,1,127760.90099741625
17,45,29,1,1,130541.52193184293
15,25,18,4,1,70799.20713493897
19,25,20,5,1,92481.14148555047
16,27,23,5,0,96560.5739609139
17,43,25,2,0,123559.46038608742
11,41,21,3,1,84193.92134280644
19,38,22,1,0,104092.436582682
20,56,26,2,0,152337.9721700714
17,37,23,3,1,118061.96309174219
12,50,29,1,1,134927.1995819041
16,56,24,4,1,140479.36453430264
12,49,24,5,0,119934.24132844484
16,52,21,3,1,117467.37054115243
20,29,21,1,0,95259.63204977839
11,56,21,2,1,111393.26176354455
19,31,28,1,1,117073.79272079161
15,49,22,2,0,117945.24890951978
12,46,22,5,0,110246.49137829704
12,58,25,5,0,130507.96420553084
18,28,26,1,0,99454.86673578597
16,40,19,1,0,99443.68003217294
14,31,28,2,0,106864.28910075975
19,48,24,2,1,128487.63020974793
16,52,18,3,0,107644.33468083233
18,34,18,3,0,94014.05125011399
10,21,21,3,1,65671.81495635836
16,58,27,1,0,141346.20821927994
15,37,24,3,0,105556.74489538075
19,22,19,1,1,72969.4616328882
18,26,28,5,1,113506.89837456585
10,37,19,4,1,90768.09386116896
13,57,18,5,0,111095.80239798021
18,56,27,1,1,150785.87096222042
13,52,19,1,0,108694.92254270578
19,50,30,4,1,144277.38487494827
12,30,24,2,0,93163.08208390737
18,23,26,2,1,108994.73786154589
11,37,23,2,1,97190.18177599469
13,23,27,3,1,99298.10002991579
15,53,19,2,0,108227.19481043081
11,48,29,3,0,126406.17885523016
17,43,27,3,1,130856.21617203124
17,41,27,2,1,122231.59970055851
10,21,30,2,1,91690.4895302285
12,25,26,4,1,96516.8735262813
19,44,24,4,0,121584.67612121117
18,40,28,3,1,136237.59696606235
14,35,18,4,1,76883.53139443613
15,50,29,3,0,138156.17407266542
13,33,26,1,0,99515.33911361323
19,58,19,3,1,128365.2101716994
11,47,21,3,1,103725.93274201397
20,51,26,4,0,151480.72414533477
17,47,21,1,0,120699.65952416149
20,28,20,5,1,98600.17130750585
15,41,18,5,0,101706.06183316761
14,51,24,5,0,124398.14789865696
18,24,23,1,1,83885.79787284827
10,42,27,2,1,109961.99576013736
14,24,21,1,0,70704.9110218135
15,51,23,4,1,124452.42516536293
14,29,23,3,1,94140.69395813344
15,58,30,3,1,159615.88939758102
15,34,21,4,1,95121.69034005137
16,26,30,4,1,112429.61178294825
13,48,23,3,0,121474.611409012
20,22,27,2,0,95540.88520449781
17,38,28,2,1,128948.36533507853
16,29,25,2,1,89943.52899897438
18,47,30,4,1,145670.52168657203
16,48,20,3,0,120552.93387403779
12,34,21,3,0,88504.2094615807
12,54,27,3,0,132666.79147427718
17,25,30,1,0,113076.60178386679
14,31,29,1,1,113475.52038376677
13,57,18,5,1,121273.07417726473
17,32,21,1,0,90993.20413950618
15,48,28,2,0,138799.72524861322
11,38,27,2,1,106780.491772637
13,22,27,2,1,86544.07964657227
20,27,29,2,1,126871.39826819126
13,27,26,5,1,95000.4182274859
15,39,25,2,1,103340.7770180932
15,23,28,4,0,103812.47631773425
10,40,21,4,1,101806.51095595495
17,22,29,4,0,102821.24848475875
15,27,24,1,0,79027.99988146647
12,42,27,3,1,118723.91045163565
18,35,20,5,0,109861.50560713376
11,32,26,4,0,99012.7955847995
20,22,27,4,1,109846.79020773822
17,28,21,2,0,91134.06020153458
19,33,19,4,1,101356.46739701355
12,32,27,2,1,112312.64975937636
14,26,22,2,0,86400.60501902903
15,34,19,3,1,88596.41498910362
19,26,27,1,1,101420.62882475386
15,57,23,2,0,134648.57139456287
13,53,28,2,1,138532.73971374487
12,60,27,3,0,147583.93187032224
13,41,18,2,0,85185.64845227028
10,43,23,5,1,104996.93931712346
13,56,21,1,0,120055.79845366043
10,20,20,5,1,58303.961273148605
10,29,19,4,0,70699.30200871678
19,35,24,1,1,115434.27901241349
15,27,26,4,1,110050.69201948753
14,44,29,2,0,125323.45093407457
20,31,20,3,0,100029.1299140852
13,44,23,5,1,104109.91764478285
20,36,26,4,1,123962.3022910667
12,45,19,2,0,96853.2470403028
10,33,24,5,1,98570.94737225994
15,60,22,5,1,136401.599461504
11,55,22,4,0,121723.78901280048
17,42,28,2,0,134542.08557730456
19,25,24,3,1,92863.85850417438
14,24,26,4,0,82207.39331408952
16,44,21,5,0,117397.5897102418
19,37,26,5,1,119512.44313061782
11,32,30,1,0,109284.75463130762
17,33,28,2,0,125250.4391725156
11,47,27,1,1,126681.90878082321
13,37,26,3,0,103643.31108893942
10,47,30,4,1,125188.78820479588
14,46,21,5,0,107107.64543163132
18,51,20,2,0,121364.14750451523
10,28,19,5,1,70750.41807458695
18,59,26,1,0,156309.2905022467
20,51,29,1,0,153835.6368183401
17,39,19,4,0,95846.81880778664
15,47,23,2,0,121730.33855864135
16,52,22,2,0,131532.09112560155
12,23,22,4,0,72924.58036148845
10,53,21,1,1,113897.90922244065
14,22,23,1,0,72627.14266654204
11,45,22,1,0,101791.2650159636
14,27,28,5,1,101039.97214813676
17,25,21,3,1,91696.45106864191
20,35,30,1,1,128991.12124795688
18,43,26,3,0,129700.18145249094
11,58,30,3,1,153176.23454194207
12,49,23,2,1,132045.38778445043
12,32,28,4,0,104671.3276797937
10,24,27,5,1,86114.27487411318
17,44,27,3,0,129638.90081018119
15,39,30,5,0,125247.42381975718
17,37,27,2,0,116062.65832241719
20,37,30,1,0,136137.04480632328
18,21,20,3,0,73141.56067710795
14,29,27,4,1,107309.85453819552
12,31,23,2,0,90482.24094007145
14,32,18,5,1,84246.86589839973
14,30,22,1,0,89347.54384503169
14,38,27,5,1,117527.9936675892
12,54,23,4,0,113986.29932442705
20,58,28,3,0,160296.3158114505
19,45,25,4,0,130891.46215753385
13,33,28,5,1,110649.21875865424
18,43,26,5,1,134739.39115859882
19,60,28,4,1,167821.5295617645
18,20,20,4,0,77090.78634671013
11,41,19,4,0,90993.19302951494
17,42,30,1,1,142093.8995380955
17,38,21,5,0,99629.9589026745
16,37,25,2,1,110843.119544249
17,31,28,1,0,116489.09607204885
12,47,25,1,1,121178.8751948852
15,47,20,1,1,108324.85248209792
10,52,21,2,0,110952.86569406628
16,38,20,4,1,98258.95931532359
10,47,27,5,0,123306.4022665647
18,56,19,3,0,129440.27911088635
10,45,21,3,0,105959.3427529879
10,54,23,5,1,126304.52960908349
16,53,28,2,1,152318.15203852105
11,54,28,3,1,130786.80747288998
14,59,22,1,0,118436.43820819285
17,35,20,3,0,84587.70308120563
17,57,19,5,1,135080.28327640225
12,32,26,1,0,100018.4372065659
16,42,18,3,0,94408.42788721094
12,41,26,5,1,114575.53014829951
15,35,18,2,1,88182.38725485232
15,47,24,5,0,119883.4747541969
12,54,23,2,0,117914.00680493689
16,27,24,1,1,90227.12037750198
12,41,20,5,1,94797.47786339965
17,40,20,4,0,104220.9549839753
19,45,30,4,0,153815.2082272815
13,59,28,4,0,143464.4444932679
10,40,18,4,1,85633.86837563067
13,44,21,4,0,107303.0785378365
16,60,29,2,0,159677.77064174975
20,20,19,5,0,75470.6155393781
13,25,27,1,0,94593.4960694613
15,42,25,4,0,120100.14485551137
18,42,20,4,0,106743.70427064595
10,42,24,1,1,97236.37944095039
14,51,24,1,1,119783.42186836258
20,49,29,4,1,156229.27723073558
16,32,26,2,0,113135.32033816773
10,37,23,1,1,93503.77545538923
13,42,18,5,0,101009.52764414439
15,34,25,5,0,106738.09762781068
11,52,18,2,0,96277.58702546192
19,40,20,3,0,105952.66442571406
14,58,28,2,0,154459.28466418426
20,42,22,4,1,117982.67196547159
19,46,25,3,1,132320.23886189153
10,37,26,4,1,111428.17354121162
15,43,24,5,0,123083.95904453998
15,59,26,1,1,147029.63178804427
13,26,28,4,0,101673.23956096084
17,39,20,5,1,110814.24865901275
13,46,30,2,1,136542.7957906982
17,25,22,4,1,95902.55084837707
17,46,27,5,1,140359.69843644206
14,28,25,1,1,93260.51697947612
13,50,29,4,1,142172.6013841398
11,40,18,5,0,85072.79139442813
20,45,25,4,0,127672.28971906556
12,59,24,1,0,125792.79066229658
12,32,18,4,0,74967.08151085998
13,42,30,4,0,130564.90171444192
13,39,30,5,1,136505.2545207808
19,56,27,3,0,154080.39930722606
20,47,29,4,0,148457.46161122606
20,36,27,3,0,123501.8119780768
14,47,29,2,0,131713.15432140237
13,60,23,4,0,135653.79034466192
20,21,18,3,0,73121.18869890188
19,44,19,2,0,107375.74620435116
17,60,22,5,0,145103.87361976338
15,25,19,4,0,69962.65528478743
15,30,27,5,1,107750.39772440147
17,57,18,2,0,118061.9201042061
16,25,23,5,0,90088.02322100397
19,30,25,5,1,115268.79871911557
20,33,25,1,1,115249.94632307117
19,21,30,2,0,106395.49769679611
17,59,30,5,0,168201.90727570263
11,22,25,3,0,83413.53523344066
18,54,28,2,1,151197.496071672
10,52,23,1,0,121964.98539879218
17,43,28,4,1,136596.9456902067
20,38,20,5,1,111962.12982399673
13,37,18,3,1,80486.61420532461
13,43,19,1,1,88081.52516022167
14,54,22,2,1,125317.18254933934
17,20,30,5,0,109986.27314029122
14,55,27,1,0,140142.5320541543
17,44,22,1,1,119754.42938536285
19,53,27,3,1,147432.4012362076
10,44,18,4,1,92412.47915097947
19,35,18,4,1,96583.44752820628
18,53,26,4,0,134492.54421150836
15,48,19,2,1,117944.59675589642
12,38,24,1,1,107987.8078342714
17,42,27,2,0,130642.16845275527
18,38,21,1,0,109424.63499840465
15,44,24,3,0,114665.37003637376
20,35,25,3,0,120478.87346606582
16,28,22,2,1,87653.86472710677
10,20,30,2,1,90740.00084096464
14,38,29,3,1,114288.82807621254
14,52,29,5,1,145256.0682471417
19,53,18,4,1,115848.72390944057
13,35,21,4,1,87229.30666158428
15,59,27,3,1,150231.48910617613
16,37,20,4,1,95961.34056777958
18,53,27,5,1,151194.7825723845
10,44,29,5,0,132374.76505487136
15,25,22,1,1,79391.44172044285
16,40,27,2,0,119676.15329930016
12,25,30,4,0,104822.55280559303
17,51,27,5,0,139150.46913830822
14,60,30,2,0,152423.02292848288
18,58,23,2,1,139777.7754424571
14,50,19,1,0,111404.40266231119
18,29,24,2,0,90658.92506490849
19,49,30,2,1,147262.5791199285
13,37,20,3,0,98154.43967489098
18,43,18,1,1,88004.20559292541
14,28,27,1,1,99363.15070305362
19,50,20,4,1,132649.6657905168
18,34,26,2,1,124549.93313200824
12,23,27,4,0,93496.7755891512
13,59,28,5,1,157359.19029023228
18,28,28,2,0,105256.93536931892
19,28,23,5,0,95667.72101561414
20,45,28,3,1,151070.82056951206
15,23,23,2,0,80180.79729971186
11,36,21,4,1,81614.67389554628
16,35,25,4,0,111592.06457207467
11,34,22,2,0,86045.01414002385
20,54,24,4,0,143405.65860644926
11,24,26,2,0,72093.60937350855
20,24,30,1,1,101758.96309906038
10,39,30,4,1,122012.79703721184
20,34,22,2,0,103484.34720125874
20,37,28,2,0,125215.68782920156
20,21,22,4,0,89452.41803241389
12,48,21,1,0,102105.59663246736
15,32,23,4,1,97672.79611063993
17,23,19,2,0,71256.21664010509
18,29,20,1,0,90927.22994695796
16,50,18,5,0,102605.6280825288
13,60,19,3,1,120763.23462743667
15,27,19,4,0,82948.80848712426
14,22,25,2,1,81814.30481069974
17,28,25,1,1,100599.76465129845
10,49,19,1,0,105847.20334383589
10,30,30,5,0,106791.95503835256
20,54,23,4,0,150702.51435500063
15,56,22,1,1,135999.4628655589
19,32,20,5,1,95741.67995507485
11,55,22,2,0,112179.89707567633
14,32,22,5,1,91980.41052056898
10,31,22,4,0,84400.26949994251
16,56,20,5,0,128731.3009630336
10,29,20,1,0,73822.65147792877
13,28,21,1,0,73372.98430930015
18,26,24,3,0,92108.53654351275
10,21,29,5,0,92292.66649489274
13,42,29,2,1,135954.50232684807
15,58,29,4,1,150515.23861527216
15,59,19,3,1,126137.82796497167
17,58,27,5,0,151200.9357593292
10,40,21,2,0,91726.86612419302
16,42,21,3,0,101013.83969562456
10,48,18,1,1,95440.6188477569
16,33,27,4,0,118603.91553371686
12,45,25,5,1,111380.05454624863
20,24,18,2,0,82980.1624907084
17,50,25,1,1,127025.46691837731
12,44,24,3,0,112290.71440526487
10,50,26,4,0,125444.05597970747
17,39,25,3,1,120375.88057499907
12,36,22,3,1,93332.60306068047
11,21,25,2,1,81812.45229370739
10,44,28,1,0,110713.82848551814
12,32,27,5,1,110572.86841674933
11,58,29,2,1,143674.83448922794
11,47,29,4,0,131109.99565466912
15,25,20,3,0,74742.87637816937
10,22,27,4,1,93660.52464567428
11,54,24,2,0,125193.18072947151
15,37,29,2,1,125763.63991173777
12,30,21,5,1,88937.80980455418
13,39,22,3,1,100295.05587765676
10,24,26,2,0,83446.3660554291
17,38,24,4,1,115826.4219725379
16,41,21,5,1,112724.50313104087
16,38,23,4,0,105771.98437081727
12,35,27,3,1,104967.14357651847
19,43,28,5,1,145409.08187270036
19,60,24,5,1,156933.55904764004
12,23,30,5,0,95303.21598056507
11,34,27,1,1,112511.17218773179
10,44,30,5,0,124142.93345066471
16,54,26,4,0,141593.11604601034
16,33,21,4,1,102343.43377120295
11,38,27,3,1,116795.76904213622
16,57,20,2,0,121972.68943131308
17,55,25,2,1,144086.21035501218
10,26,18,1,1,60448.9246314341
18,49,26,5,0,140597.81106134527
16,38,30,1,1,127371.67557771878
12,44,18,3,1,92986.21447597905
17,35,19,3,0,87688.13576959123
16,59,30,2,1,166425.85694248386
20,27,25,3,0,100781.09960178948
17,37,26,5,0,125841.84936594371
15,47,24,4,1,123030.99368816549
18,35,20,3,0,99923.26101883568
14,38,24,1,1,113696.25134130348
12,36,23,5,1,97847.04014002987
12,32,19,3,0,80359.23393181803
10,26,20,3,0,70470.16715368122
17,46,28,5,0,134667.13048560356
11,29,30,3,0,105611.2952669908
12,53,29,4,0,144223.93314862213
17,55,30,2,0,163004.74178799483
17,44,27,5,1,131925.49880089707
20,25,27,1,1,109229.38068468141
13,43,30,3,0,128864.6584817362
13,37,29,2,1,119466.80707809633
14,42,22,1,0,101041.03361644525
15,25,27,1,0,94654.79277963062
14,48,21,4,1,122591.05959256923
16,44,19,2,1,105637.14273019439
11,36,21,5,0,90380.52770479991
16,43,29,2,0,127238.01214237048
19,30,25,2,0,111454.97535716598
16,45,22,1,1,118734.80329631903
10,53,22,4,0,116136.30950699402
16,47,30,4,0,152005.61902520404
14,22,29,2,1,95337.0300656358
12,30,29,2,1,100788.49696942263
12,57,27,3,1,141025.37345509054
13,33,20,1,0,78263.8947487545
11,45,30,5,0,131703.32342928642
11,40,25,5,1,110365.97743304688
10,58,23,4,0,131764.4938608833
14,49,19,1,0,103221.4091304784
13,27,19,4,1,77160.09996902093
20,39,26,5,1,130426.17238065496
19,51,30,2,0,156662.67049328494
11,41,24,1,1,98847.91870611634
12,26,27,1,1,88511.11101102023
16,28,26,3,0,98105.39138687542
16,20,23,2,0,73578.240986129
13,48,22,2,0,115061.64861620765
14,27,29,4,0,108609.46981103989
14,23,18,1,0,68960.31896375152
15,54,29,4,0,147271.33652706497
18,22,23,2,1,85688.03500662332
11,59,23,3,1,125764.18932953864
14,26,20,1,1,82517.80946211857
12,46,20,2,0,99888.76613964123
13,20,20,3,0,61370.82649992971
19,46,20,5,0,121752.12196418617
15,35,24,2,0,100803.91730540128
17,57,27,5,0,146165.1591461652
10,26,28,4,1,90663.16436460537
19,42,19,5,0,109452.61282731719
17,60,27,2,1,149638.4291750633
20,30,30,5,0,125572.06272818893
16,52,27,1,1,135676.08180660623
10,55,19,2,1,104770.05276846878
11,56,20,3,1,114560.25675401876
12,60,27,5,1,148796.4091207528
10,36,29,1,1,111597.48298830667
18,54,24,4,1,145621.630304443
17,24,20,4,1,78084.72265541219
11,51,24,5,0,128457.54477698205
18,22,26,4,0,110604.75711717701
16,54,28,3,1,145900.26815882296
18,33,27,2,0,105664.09014326225
15,50,29,1,0,130292.10786967822
15,50,28,5,1,139515.93015316495
20,36,21,4,0,103529.41298177432
13,43,24,2,1,112525.69380378486
19,42,26,3,0,130541.42588791509
19,37,25,4,1,114069.60122875727
11,33,25,4,0,95642.38273460693
16,34,26,1,1,107470.10459953686
14,34,22,3,0,104177.75475892235
20,25,22,3,0,85592.08642088331
15,46,20,5,0,106205.90282661501
11,34,22,1,1,88167.66024785812
14,55,25,5,1,134739.52339773253
19,27,29,1,0,118165.57754178849
13,34,22,3,0,86900.62631375284
18,22,21,1,1,76420.58716447826
15,32,25,1,0,106096.74745144925
11,60,24,1,0,125045.46284679807
10,53,23,2,1,122672.94684076139
14,43,22,2,1,106237.15091034019
18,59,22,3,0,136408.29974708174
15,51,30,1,1,142960.7812157
19,51,27,3,0,138897.2686211027
16,49,19,2,0,115035.32221280044
14,32,30,1,1,115680.33502406778
19,20,21,5,0,86454.8148187616
15,53,25,2,1,140381.73979481743
14,34,25,2,1,106705.13443753395
20,33,28,2,0,114236.12061022963
18,48,18,1,1,106153.57281919481
15,53,19,4,0,120754.56914573403
20,37,22,5,1,114777.52115439552
17,26,26,5,0,105251.89656588403
11,48,27,3,1,125555.35733362072
18,50,28,1,0,139851.5300677233
14,44,29,2,0,132258.26861910228
16,57,30,4,1,150862.87537546494
19,33,28,1,0,116901.32801320779
10,27,24,1,0,79832.38214572403
19,46,27,4,0,139043.4629177177
14,21,22,2,0,67027.51458721678
19,36,18,1,0,86734.43039975599
11,56,23,5,0,124034.24210511679
15,33,29,5,1,119186.18320693246
20,44,25,4,1,140775.29306563077
10,49,24,2,1,111110.1012776182
12,48,19,4,1,102534.31036702881
14,39,29,1,0,128457.50414699325
13,40,22,5,0,108320.43780632329
12,41,28,3,1,114930.00992078567
19,54,21,4,0,135377.2332018024
14,56,26,3,1,145162.0150073151
20,35,27,3,0,123478.77048352327
17,36,18,5,0,87134.0253533622
20,35,29,4,1,128522.47803267265
13,21,23,3,0,72360.19056682388
10,23,20,1,1,66144.54503905792
20,40,28,2,1,131852.81851745865
16,58,26,2,1,145676.0015883357
17,53,22,5,0,127490.02734415932
12,49,30,4,0,129707.74575032052
15,25,23,4,1,101475.48226706163
11,36,28,2,0,110013.9581094438
16,58,26,1,1,153360.06529403265
17,44,26,2,1,122421.97452548516
15,24,25,2,0,96593.57262910422
15,24,26,4,1,94017.63093292728
14,39,21,3,0,101151.37306537766
17,35,23,1,0,107458.7511807108
10,60,22,4,0,133554.7184038143
19,56,22,2,1,137768.1046236779
13,59,21,3,1,123478.27046459806
13,28,19,1,0,71926.13036773223
12,24,29,5,0,100955.239324505
12,21,23,1,1,70820.59860582759
13,28,26,1,0,90884.4528210346
20,55,29,2,0,149758.6335211425
10,41,18,2,1,80609.17425485319
20,41,24,5,1,128721.49308304547
20,41,23,5,1,127909.71267422088
11,53,20,5,0,118008.7803248466
18,48,18,4,1,125379.77341736657
19,57,30,4,1,172940.81547173447
11,52,21,2,1,112239.89506807616
14,37,26,2,1,106821.61078138072
18,26,19,5,1,83719.27145318716
18,20,20,4,1,75244.20274042041
17,52,19,3,1,120829.41538284122
10,20,19,4,0,61454.71486994067
10,43,27,2,1,117898.82931563791
18,23,28,4,0,112379.77651375218
20,23,28,2,0,108477.62967957676
17,37,25,5,1,111122.01029186606
19,46,20,5,0,115150.03974957245
18,51,24,5,1,139512.87593723595
16,52,25,3,0,135143.34834809328
12,47,20,3,1,112041.2621451178
12,60,19,2,0,119035.19070038902
11,55,30,1,1,142617.98595009802
14,25,30,3,1,98630.08668172343
12,35,25,2,0,95466.38545125608
15,53,20,4,0,121043.86096722665
11,42,24,5,1,111048.26922619893
12,43,29,5,0,129474.4325219988
14,32,18,5,1,85252.89983241314
20,37,29,2,0,129933.15052340277
20,32,23,5,1,104991.52549531794
10,56,29,3,0,140002.8610311917
10,58,29,4,1,145778.77334700755
19,36,30,5,0,139859.10852223806
18,34,26,2,1,121640.9335735088
16,37,29,4,0,122106.10319907079
10,42,20,5,1,92890.39068810179
17,49,24,1,0,119731.57881081042
12,53,30,5,0,143675.56031914
17,23,23,3,1,86128.96404287884
14,22,25,4,0,99036.6329833378
10,26,20,3,0,62423.10319796949
16,37,20,1,1,96792.90494230163
14,26,21,1,1,75785.69645536959
15,59,20,3,1,129623.0852814618
15,25,26,4,1,95833.01912444326
17,41,28,1,0,130557.48510739146
18,20,21,1,0,78201.59060713975
11,23,23,5,0,80390.32546908667
18,48,25,2,1,129239.98246571617
20,40,28,1,0,136396.51600212633
19,45,30,4,0,143091.49849491188
18,33,25,4,1,105468.76447709244
19,28,22,5,0,96090.54804815876
19,31,22,4,0,101066.82763773575
16,25,23,5,1,85251.2934106672
10,39,27,1,0,110867.9782654875
16,43,24,1,1,113444.19939928706
19,46,30,1,1,141730.2108481501
14,57,30,1,0,150499.7957684652
15,27,27,2,0,103786.51895328055
19,20,24,2,0,81920.88348801661
16,43,30,1,1,140203.14135446228
14,26,21,4,1,71203.16735299856
16,38,23,5,0,110653.33982419533
18,41,24,3,0,112851.52915590443
12,54,22,5,1,120007.2469047252
17,49,22,3,0,131189.4375814532
11,48,19,3,0,95059.18684445316
20,41,24,1,1,122218.78199123894
16,30,29,3,0,107666.44446264554
11,39,23,1,0,100345.94408004792
13,48,28,2,0,132044.71383450477
16,60,18,4,0,128749.00931385334
12,53,21,3,1,123154.34679273883
11,20,20,4,1,62310.9511392564
20,50,29,1,1,156372.53784901518
19,49,20,3,1,129949.5304097503
16,37,24,5,0,111922.22669165608
10,36,28,2,0,100468.58187798213
17,57,29,2,0,148475.21118091315
12,33,27,3,0,105711.368153501
11,42,21,2,1,92465.37583516349
12,44,29,5,0,121283.01605188157
14,34,25,4,0,108418.71005889183
20,41,28,5,1,136206.01175151588
17,22,26,2,1,107097.00078238432
19,38,20,4,1,103712.67153309958
16,53,22,5,0,126013.20673039166
16,54,21,1,1,126796.05850074734
16,20,29,1,0,97022.82527713268
17,40,27,4,0,124579.07364489198
10,48,23,4,1,112460.18483758593
13,25,28,4,1,115714.16035884127
15,56,27,1,1,152303.85428707002
18,20,21,5,0,84217.61884573662
11,20,25,4,0,70872.89900892193
10,46,20,1,0,95630.44639067755
19,40,28,4,1,137302.72144526802
11,35,22,4,0,94241.09557590127
16,59,30,4,0,166888.03691356356
12,45,18,1,0,89294.23583821004
19,35,30,5,0,131307.32035969693
11,47,23,1,1,106724.92557194273
20,20,28,1,0,107673.73429167221
16,55,22,4,1,135994.13542668102
11,29,25,3,1,88963.28773150616
12,36,26,3,0,106124.38948199617
20,42,25,3,0,127251.54701122496
16,26,25,1,1,90600.33995824844
13,26,29,4,0,106650.831144408
10,34,30,3,1,112384.87713476479
14,53,20,2,0,112853.39939496202
18,23,21,2,0,77014.4529898058
17,33,28,2,1,121772.98180486697
18,33,21,5,0,100840.70683048609
19,35,28,4,1,123026.73217947659
18,26,22,1,1,87510.82335410976
16,51,30,1,0,145527.60030788448
13,38,26,4,1,113319.05193943235
14,21,29,5,0,98460.2721013902
10,29,26,4,0,82654.04938933392
10,36,27,5,0,106602.0624262886
12,56,30,3,1,142904.2462952893
17,31,29,3,0,123595.0209812558
11,25,18,5,0,69714.63163218465
13,41,25,4,1,120283.65207627956
11,51,18,3,1,91205.53205583141
14,60,19,4,1,125504.09084273089
18,39,24,3,1,117109.96269073649
10,20,25,4,0,77874.98239488185
14,25,18,4,0,74004.37280585383
18,38,20,2,0,107423.12820201198
10,37,24,5,0,86917.47417607045
18,25,30,1,1,108493.49759226988
17,52,26,5,1,143288.99419093912
13,42,25,4,0,118147.49524226673
20,42,25,4,1,134009.0585826303
19,45,26,5,1,138874.5124625215
14,32,27,4,1,105814.69579100666
14,26,20,3,1,75450.9965502372
20,34,25,4,1,114852.75598172266
15,46,18,5,0,99094.73234867651
16,45,25,5,0,120524.70929518966
17,52,30,5,1,149546.533776493
17,34,24,2,1,108679.75068519727
20,55,30,2,0,161121.65242043976
11,46,25,2,0,109366.06633351861
18,24,18,2,1,67442.5867237939
16,21,23,2,1,80653.33370328818
13,52,24,2,1,133400.27761493615
13,35,28,2,0,110530.21630479251
20,42,22,5,1,126000.38381912961
17,57,22,1,1,135400.22974617887
13,35,24,2,1,100209.32652587708
15,33,28,5,1,109134.74055869911
14,48,20,1,1,106966.57499821637
12,45,23,2,1,107826.05949720288
19,54,24,1,1,147406.0930512444
20,34,18,1,1,94916.10327651637
11,22,29,3,0,97387.67893912694
18,42,19,4,0,111637.23213742815
19,48,29,3,0,141770.42979830943
18,53,21,1,1,127505.79781884848
10,52,30,5,0,147424.39298591358
19,60,25,2,0,153815.89613436817
12,60,28,4,0,150513.59481580852
17,42,30,2,0,139567.90540804682
15,26,27,5,0,103401.90559010602
14,22,23,4,1,84731.7756460583
14,51,18,3,0,109010.55235587443
15,50,27,1,1,133301.21448580862
16,37,22,5,1,101209.54537889893
10,26,24,1,0,68715.24361363248
18,60,30,1,1,163353.12451755392
12,20,23,2,0,73183.02189286744
13,33,30,5,1,119692.8554614447
19,51,30,1,1,156679.55708835504
10,25,29,3,0,92869.78166067638
20,58,26,4,1,170610.0004672923
19,29,25,5,1,119636.28605284457
12,26,21,2,1,68412.02396336444
11,45,30,5,1,135782.54400382654
11,53,28,2,1,140343.87712738235
10,49,29,4,1,121887.40899706935
17,55,22,3,1,134334.4209545256
12,40,24,1,1,107584.57577301232
12,36,25,5,0,103971.89153199678
15,52,22,2,1,125929.86887480925
17,29,26,4,0,105895.31733768457
18,31,27,1,0,114012.89729740338
18,35,29,4,1,135241.71164304274
13,60,21,3,1,133852.90852023562
14,51,21,1,0,120376.56215045325
11,34,30,1,0,104712.90437685809
20,46,25,1,0,141137.11692578
18,47,18,2,1,112074.63359356164
17,36,25,1,1,110047.16970753353
